image_name,xmin,ymin,xmax,ymax,label
W00-E99_1574111540.png,145.29358315512442,175.15852443733175,175.74490744305987,208.9899875066227,0                                                                                                             
W00-E99_1574111540.png,81.68620372737297,45.13298505433052,133.91171730826014,98.86623501803842,0
W00-E99_1574111540.png,156.703710816695,53.341786326026266,193.23687047375319,92.93312384506973,0
W00-E99_1574111540.png,97.0042476767604,183.558630693243,132.36503969008473,232.69785900021878,0
W00-E99_1574111540.png,80.19999999999999,183.7,98.28181818181818,199.48333333333332,1
W00-E99_1574111540.png,177.0727272727273,161.99166666666665,190.8524043942267,184.90821033285786,1
W00-E99_1574111540.png,205.06363636363642,37.68333333333332,239.5076634065962,69.29394829643974,1
W00-DP9_1576692580.png,170.79194294200357,92.33760409386409,214.1359270447371,132.66533096403163,0
W00-DP9_1576692580.png,238.32609818213683,156.92206331211887,286.8125849759649,201.24714515270185,0                                                                                                             
W00-DP9_1576692580.png,195.8394115697443,70.72134853523883,216.87536881193057,93.98484833006799,1
W00-DP9_1576692580.png,183.83356842375463,79.69007352600056,199.1270814073745,90.39362541034926,1
